id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
447766,"Great 1 BR Apt in Kips Bay, NY",1109143,Mark,Manhattan,Kips Bay,40.73903,-73.97975,Private room,100,1,1,2014-08-21,0.02,1,6
447840,Private Artist’s Apt/ Amazing Location!,242506,Jsun,Brooklyn,Williamsburg,40.71164,-73.965,Entire home/apt,299,2,5,2016-01-09,0.06,3,0
448048,"1 BR, Book it 1st then write me",1267021,Sharma,Queens,Jackson Heights,40.75193,-73.87873,Private room,75,5,30,2019-05-24,0.37,3,180
448049,"No Inq,Read it, 1 BR, Rt of Subway,",1267021,Sharma,Queens,Jackson Heights,40.74906,-73.89377,Private room,69,7,55,2018-09-30,0.64,3,318
449034,Spacious Loft 5 min to Union Square,124357,Alex,Brooklyn,Williamsburg,40.71756,-73.95282,Private room,90,1,155,2019-06-07,1.78,3,328
449130,Your Own Private Entrance Studio in Stylish Duplex,2229582,Yamil,Manhattan,Harlem,40.8179,-73.94319,Private room,94,1,95,2019-06-28,1.09,1,18
449660,Art & Music Salon,2233165,Liz,Brooklyn,Windsor Terrace,40.64814,-73.97304,Private room,80,2,118,2019-06-16,1.35,1,353
449680,Artfully Decorated 2 Bedroom Apt,1812871,Karen,Bronx,Longwood,40.81611,-73.89909,Entire home/apt,100,5,82,2018-12-15,0.96,1,63
450009,Lavender Joy Room in Duplex!,2219255,Natalie,Brooklyn,Canarsie,40.62897,-73.90334,Private room,39,5,105,2019-06-09,1.21,3,34
450577,1 bdrm brownstone-west 70's-1 block Central Park,2237267,Marjorie,Manhattan,Upper West Side,40.77555,-73.9767,Entire home/apt,250,3,73,2019-06-07,0.84,1,284
450578,Serene Room...,9647066,Maria Luiza,Brooklyn,Sunset Park,40.6397,-74.0162,Private room,55,7,28,2019-05-12,0.32,2,333
450905,Master Bedroom / ParkSlope Brooklyn,2228665,Martha,Brooklyn,Park Slope,40.67267,-73.98348,Private room,110,2,0,,,1,0
452068,"Spacious 4 bedroom house, New York",2246071,Tamara,Brooklyn,Kensington,40.64205,-73.97173,Entire home/apt,200,1,3,2015-08-16,0.06,1,0
452541,Brooklyn Apartment Windsor Terrace,2248545,Helen,Brooklyn,Windsor Terrace,40.66034,-73.9829,Entire home/apt,142,3,120,2019-07-01,1.40,1,222
453094,Bedroom with Garden at the Back,137814,Waldemar,Brooklyn,Clinton Hill,40.68699,-73.9635,Private room,70,2,339,2019-06-23,3.88,3,333
453161,"Family friendly, sunny new condo in McCarren Park",2107905,Laura,Brooklyn,Greenpoint,40.72183,-73.94908,Entire home/apt,260,2,7,2018-06-23,0.09,1,0
453255,"Exciting Lower East Side, Loft Life",2252261,Stephanie,Manhattan,Lower East Side,40.71986,-73.9869,Entire home/apt,225,4,13,2019-04-29,0.15,1,195
453317,Large Room w/ Private Entrance,1530310,Jacques,Brooklyn,Bedford-Stuyvesant,40.68881,-73.95405,Private room,59,21,6,2013-11-01,0.07,3,0
454334,Private spacious studio available,2257289,Toni,Manhattan,Harlem,40.81669,-73.94267,Private room,65,1,3,2014-12-31,0.03,1,0
454763,For Cat-Lovers ONLY,2259061,Felo,Manhattan,Inwood,40.86717,-73.9194,Entire home/apt,99,20,11,2018-08-16,0.18,1,249
454929,UNION SQUARE❤️PENTHOUSE 2FL+TERRACE❤️EAST VIllAGE,1385575,Alex,Manhattan,East Village,40.72981,-73.98318,Entire home/apt,239,2,67,2019-07-02,1.33,1,78
455734,"Sunny, spacious 1-bedroom in Upper Manhattan",2265389,Laura,Manhattan,Inwood,40.86929,-73.92421,Entire home/apt,50,2,123,2019-07-02,1.47,1,21
455801,Hello! Cozy-Singles NYC- Upper Manhattan- Harlem!!,2265770,Jeanine,Manhattan,Harlem,40.80533,-73.95204,Private room,65,4,109,2018-09-19,1.25,3,0
456110,Beautiful One Bedroom in Chelsea,2267508,Daniel,Manhattan,Chelsea,40.7476,-73.99698,Entire home/apt,139,4,23,2015-10-04,0.27,1,0
456190,"West Village Loft, 1st floor",2267864,Gary,Manhattan,West Village,40.73357,-74.00723,Entire home/apt,174,2,269,2019-06-29,3.15,2,167
456457,West Village Gem - 2BR,1594083,David,Manhattan,West Village,40.73204,-74.00189,Entire home/apt,315,3,7,2016-08-29,0.08,1,0
456526,Central Harlem Comfy Bedroom with Private Bath,2270183,Kaye,Manhattan,Harlem,40.81713,-73.94217,Private room,75,3,36,2019-06-23,1.76,1,47
457829,Beautiful apartment in the heart of The Village,2275829,Lorena,Manhattan,East Village,40.72917,-73.98811,Entire home/apt,210,1,178,2019-07-01,2.06,1,0
458154,"Cozy private room, williamsburg NYC",2268393,Javier & Jorge,Brooklyn,Williamsburg,40.7061,-73.94531,Private room,55,4,132,2019-06-10,1.51,2,195
458377,Bright Spacious 2 Bedroom/5 Room - wRoof Deck,346366,Sarah,Brooklyn,Williamsburg,40.70147,-73.94378,Entire home/apt,229,3,12,2019-05-28,0.15,1,319
459066,******AMAZING DEAL IN NYC*****,2282355,Ivana,Manhattan,Upper East Side,40.76719,-73.95303,Entire home/apt,150,2,23,2019-01-01,0.27,1,0
460036,Great DEAL Gramercy 1 BDROOM /2beds,2287727,Jan,Manhattan,Kips Bay,40.74134,-73.98113,Entire home/apt,129,2,47,2019-06-08,0.55,1,177
460999,Beautiful duplex apt in Harlem,128890,Sara,Manhattan,Harlem,40.8162,-73.94747,Entire home/apt,100,8,8,2019-03-28,0.11,1,0
461050,Perfect Bedford L Williamsburg Location!,2286224,Sarah,Brooklyn,Williamsburg,40.71613,-73.95837,Entire home/apt,200,3,17,2016-05-12,0.20,1,67
462454,Beautiful Lower East Side Apt! Women only.,2298239,Sunserae,Manhattan,Lower East Side,40.71746,-73.98782,Private room,89,5,4,2018-03-24,0.06,1,0
463107,Historic 3 Bedroom Eastern Parkway,2301624,Miryam,Brooklyn,Crown Heights,40.66933,-73.93798,Entire home/apt,250,90,19,2018-12-16,0.22,1,311
464231,Large Room w/ Private Entrance,1530310,Jacques,Brooklyn,Bedford-Stuyvesant,40.68905,-73.9541,Private room,65,7,2,2012-05-29,0.02,3,0
465277,Sunny plant-filled apartment with 2 balconies,2065453,Ora & Scout,Brooklyn,Crown Heights,40.67615,-73.95441,Entire home/apt,68,2,35,2018-01-01,0.54,3,0
466277,"W'burg 2 bedroom w/ yard & laundry, 5 mins to L",815977,Ryan,Brooklyn,Williamsburg,40.7111,-73.94643,Entire home/apt,235,3,108,2019-07-02,1.25,2,144
466457,"Bright, Bedstuy Gem",2316542,Nicole Lavonne,Brooklyn,Bedford-Stuyvesant,40.68944,-73.9376,Entire home/apt,100,3,182,2019-07-01,2.15,1,220
467569,Curated 1BR on the prettiest block of the LES,282315,Rj,Manhattan,Lower East Side,40.72106,-73.98384,Entire home/apt,311,3,31,2019-06-11,0.41,1,28
467634,yahmanscrashpads,2321321,Lloyd,Queens,Jamaica,40.67747,-73.76493,Shared room,39,1,454,2019-06-18,5.27,1,353
467866,"Our NY home, Greenwich Village apt",2321870,David,Manhattan,West Village,40.73123,-74.00591,Private room,100,2,199,2019-07-05,2.30,1,19
468613,$ (Phone number hidden by Airbnb) weeks - room f,2325861,Cynthia,Manhattan,Lower East Side,40.72152,-73.99279,Private room,1300,1,0,,,1,0
470090,Studio Apt. Lower East - Manhattan,2332430,Murch,Manhattan,Lower East Side,40.72147,-73.99208,Entire home/apt,210,1,230,2019-07-01,2.65,1,319
470370,PRIVATE ROOM NEW YORK,2120259,Sue,Brooklyn,Crown Heights,40.66604,-73.95086,Private room,55,4,101,2019-06-24,1.19,4,170
470498,*Unique Master BR in Battery Park!*,2334269,Filip,Manhattan,Battery Park City,40.71012,-74.01504,Private room,65,2,8,2015-12-22,0.13,1,0
470709,Spacious sunny LOFT - best location,2335775,Diana,Brooklyn,Williamsburg,40.71856,-73.95166,Entire home/apt,165,30,154,2018-12-12,1.87,1,157
471712,Beautiful Sunny Apartment in South Harlem,1274269,Aram,Manhattan,Morningside Heights,40.80661,-73.9576,Private room,89,28,69,2019-05-26,0.81,1,80
471758,TriBeCa Amazing River View Loft 3BR,2339722,Francesca,Manhattan,Tribeca,40.72203,-74.00988,Entire home/apt,500,10,3,2018-06-19,0.05,1,0
471845,Gorgeous Summer Duplex/Yard sublet,2220859,Verena  And Dylan,Brooklyn,Bedford-Stuyvesant,40.68229,-73.94287,Entire home/apt,145,14,3,2013-09-01,0.04,1,0
471914,Brooklyn one-bedroom right by Prospect Park!,2147438,Stephen,Brooklyn,Prospect-Lefferts Gardens,40.65955,-73.96066,Private room,110,4,12,2019-04-26,0.16,1,330
472052,Luxury Doorman Bldg Nr Central Park,2341078,George,Manhattan,Upper West Side,40.77137,-73.98943,Entire home/apt,180,5,13,2014-08-22,0.15,1,0
472376,Great Brooklyn Studio/1BR!,1689040,Rich,Brooklyn,Prospect Heights,40.67796,-73.96458,Entire home/apt,115,2,10,2016-05-23,0.17,1,0
472546,Cozy place,1600988,Sweet Home,Brooklyn,Bushwick,40.6933,-73.90823,Entire home/apt,82,15,5,2019-01-04,0.06,1,311
473592,AMAZING Private 1stop away from NYC 1 block Subway,2347382,Massi & Ray,Queens,Long Island City,40.7502,-73.94189,Private room,70,1,144,2019-06-17,1.68,2,340
473777,Bright Modern Artist's Apartment,2348973,Koren,Brooklyn,Williamsburg,40.71285,-73.94383,Entire home/apt,155,5,10,2017-02-19,0.12,1,0
474283,Studio apartment by Columbus Circle,950232,Deborah,Manhattan,Hell's Kitchen,40.76487,-73.98471,Entire home/apt,117,7,0,,,1,0
475216,Studio Apt in Park Slope- Brooklyn!,2355439,Kara,Brooklyn,Sunset Park,40.66387,-73.99077,Entire home/apt,100,2,17,2015-07-27,0.20,1,0
476527,1RW- CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.72893,-73.98278,Entire home/apt,89,30,57,2019-05-05,0.67,6,0
476570,3RE - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.73009,-73.9827,Entire home/apt,89,30,70,2019-03-09,0.83,6,4
476571,2RE - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.72955,-73.98298,Entire home/apt,99,30,62,2019-01-10,0.74,6,8
476899,NYC studio in ST MARKS PLACE & 1AVE,2363997,Teresa,Manhattan,East Village,40.72693,-73.98521,Entire home/apt,155,6,17,2018-10-11,0.20,1,0
476983,"PRIVATE Room in Spacious, Quiet Apt",277379,Agnes,Manhattan,Harlem,40.82537,-73.94392,Private room,85,1,439,2019-07-05,5.12,2,238
478053,Great LES / Chinatown bedroom,2368753,Kristine,Manhattan,Two Bridges,40.71137,-73.99403,Private room,80,4,48,2019-01-06,0.56,1,96
478385,Sunny Midtown East Apt w/ a Loft!!!,2368133,Jimmy,Manhattan,Kips Bay,40.74428,-73.97809,Entire home/apt,135,3,134,2019-06-29,1.56,1,236
478832,Gorgeous 2 bdrm in Carroll Gardens,2371814,Jennifer,Brooklyn,Carroll Gardens,40.67579,-73.99968,Entire home/apt,150,6,2,2014-05-20,0.03,1,0
478949,"Spectacular Lux 1 Bed Apt, Best Location, Terrace!",1130454,Samir,Manhattan,Chelsea,40.74087,-74.00226,Entire home/apt,380,3,16,2017-11-04,0.19,1,0
479002,Brooklyn Brownstone w/ Beautiful Garden,1708956,Josh,Brooklyn,Fort Greene,40.68723,-73.96897,Entire home/apt,450,2,31,2019-07-03,1.14,1,30
479263,Mini Loft Williamsburg Bkln-Bedford,2373905,Jaime,Brooklyn,Williamsburg,40.7182,-73.95763,Entire home/apt,145,30,36,2019-01-19,0.42,1,342
479285,Rent in beautiful Sunnyside Gardens for holidays,2374190,Jazmin,Queens,Sunnyside,40.74679,-73.91853,Private room,80,3,1,2012-12-30,0.01,1,330
479867,Williamsburg 2b apartment with deck,2377104,Hannah,Brooklyn,Williamsburg,40.71739,-73.95472,Entire home/apt,225,2,338,2019-07-07,3.90,2,225
480549,"Studio 54, Cozy Room For 2",2361715,Ron,Manhattan,Upper West Side,40.77099,-73.9898,Private room,99,3,117,2017-12-11,1.41,1,0
481022,Super Cute Junior 1BR in LES!!,2382189,Candice,Manhattan,Lower East Side,40.7195,-73.98022,Entire home/apt,125,1,261,2019-06-22,3.24,1,212
482365,GREAT BRAND NEW 1 BED APT*TIMES SQ,914838,Lior,Manhattan,Hell's Kitchen,40.75636,-73.9939,Entire home/apt,80,30,32,2017-01-31,0.37,7,365
482765,Beautiful Brooklyn Brownstone,2389885,Megan,Brooklyn,Fort Greene,40.68834,-73.97875,Private room,100,2,112,2019-06-30,1.30,2,12
483414,Best double Room all included wifi,1539749,Edward,Brooklyn,Bedford-Stuyvesant,40.68586,-73.94837,Private room,55,2,22,2019-05-20,0.26,4,297
483485,Downtown Full Floor Loft,1492619,Wallace,Manhattan,Civic Center,40.71164,-74.00774,Entire home/apt,328,2,319,2019-07-02,3.78,1,112
483505,Perfect & Stylish Williamsburg Apt,2393537,Jodi,Brooklyn,Williamsburg,40.70743,-73.96728,Entire home/apt,142,7,69,2019-06-20,0.85,1,261
484297,Large home in most desirable Brooklyn hood!,2397411,John,Brooklyn,Clinton Hill,40.68545,-73.96534,Entire home/apt,350,4,10,2018-09-12,0.12,1,0
484312,Loft-Like Park Slope 3bdr Duplex,2306962,Hana,Brooklyn,Windsor Terrace,40.65854,-73.98384,Entire home/apt,300,2,24,2019-02-20,0.39,1,23
484728,Modern 1br by ocean in Brooklyn,2396741,Alex,Brooklyn,Fort Hamilton,40.61269,-74.03381,Entire home/apt,105,30,3,2017-08-12,0.05,1,30
485026,Sunny Apt in Brooklyn-Close to Manhattan,2400932,Jackie'S Place,Brooklyn,Gowanus,40.67858,-73.98537,Private room,125,31,17,2014-06-30,0.20,2,331
486350,Great 2 bedroom apartment in Williamsburg!,2407024,Michael,Brooklyn,Williamsburg,40.70821,-73.95352,Entire home/apt,225,7,13,2016-08-21,0.15,2,0
488083,Nice apartment with a deck!,619154,Keith,Brooklyn,Sunset Park,40.66158,-73.98954,Entire home/apt,92,2,58,2019-05-27,0.67,1,0
489018,Lovely Central East Village 2 Person Entire Apt,864370,Mick & Heidi,Manhattan,East Village,40.72457,-73.98453,Entire home/apt,185,2,62,2019-06-23,0.74,1,0
489365,PRIME LOCATION STYLISH COMFORT,2420670,Carter,Brooklyn,Williamsburg,40.71689,-73.95706,Entire home/apt,226,3,203,2019-06-27,2.85,1,38
489924,South Slope Private Bedroom,1027283,Kelly,Brooklyn,Sunset Park,40.66221,-73.99743,Private room,50,2,33,2019-06-30,0.39,1,20
489965,A Gem in Harlem - Modern Living,2423067,Clara,Manhattan,East Harlem,40.79313,-73.93493,Private room,80,3,47,2019-03-09,0.66,2,0
490011,Great for families!,2423401,Peter,Brooklyn,Carroll Gardens,40.68444,-73.99904,Private room,200,5,0,,,1,342
490278,Lovely 1BR - Midtown East by metro!,2424873,A.B.,Manhattan,Midtown,40.75632,-73.96464,Entire home/apt,99,14,30,2018-03-02,0.35,1,317
490989,Cat lovers: 3-story Park Slope Townhouse with cat!,2427385,Andy,Brooklyn,Park Slope,40.67996,-73.98027,Entire home/apt,68,3,2,2017-03-29,0.05,1,0
491123,Cozy Love Nest Prospect Heights,2427868,Ada,Brooklyn,Prospect Heights,40.67369,-73.96589,Private room,102,2,121,2019-06-17,1.60,1,361
491529,3 bdrm family friendly home in central Park Slope,2429432,Julie,Brooklyn,Park Slope,40.67211,-73.976,Entire home/apt,220,3,27,2019-05-17,0.45,1,68
491942,Renovated Spacious 1BR Upper West,1995093,Carly,Manhattan,Upper West Side,40.79183,-73.97172,Entire home/apt,199,3,24,2016-10-09,0.30,1,0
491977,Stylish Large 1bd APT in Chinatown/Tribeca NYC,2431528,Christine,Manhattan,Chinatown,40.71456,-73.99978,Entire home/apt,165,5,22,2019-05-11,0.26,1,316
493177,Two Bridges District Chinatown NYC,2436633,Gelya,Manhattan,Chinatown,40.71668,-73.99073,Entire home/apt,150,2,162,2019-06-16,1.92,1,231
493611,Huge sunny artist loft +roof garden,1407251,Ute,Brooklyn,Gowanus,40.67862,-73.98561,Entire home/apt,385,1,66,2019-05-19,0.76,2,363
494296,Brooklyn waterfront large sunny apt,2442340,Maddy,Brooklyn,Columbia St,40.68721,-74.00147,Private room,75,7,0,,,1,0
494937,"The SoHo Loft - Huge Penthouse - 1,200 sqft",1527535,Jean-Marie,Manhattan,SoHo,40.72162,-74.00414,Entire home/apt,499,2,63,2019-07-07,0.76,1,26
495249,10min Walk & 15mins to Tourist Spot,2446219,Biren,Queens,East Elmhurst,40.75541,-73.89239,Private room,85,1,219,2019-06-14,2.63,2,305
495348,Classic Brooklyn Brownstone,2389885,Megan,Brooklyn,Fort Greene,40.69011,-73.97691,Entire home/apt,160,4,2,2013-03-31,0.03,2,34
496166,"Beautiful, Spacious 4 BR Brooklyn Brownstone",2450665,D,Brooklyn,South Slope,40.66641,-73.98283,Entire home/apt,249,3,12,2019-07-01,0.27,1,26
497370,Carroll Gardens Carriage House,2455462,Elizabeth (And Jeff Too),Brooklyn,Gowanus,40.67828,-73.99136,Private room,80,2,35,2017-05-30,0.41,1,189
498052,Modern private room in condominium,2426779,Regina,Brooklyn,Williamsburg,40.71483,-73.96216,Private room,120,1,124,2019-06-10,1.46,1,292
498120,Hi Traveler.. welcome,2459648,Ellen,Bronx,Allerton,40.8687,-73.8524,Private room,35,7,2,2018-07-23,0.17,1,90
498859,"NYC 30 min by Subway, Brooklyn 2",2462260,Dimitry,Brooklyn,Brighton Beach,40.5822,-73.96392,Entire home/apt,169,4,63,2019-07-06,1.27,1,323
500845,Trendy Nest in the East Village,1336370,Bojan+Margaret,Manhattan,East Village,40.72686,-73.9797,Entire home/apt,220,4,162,2019-06-21,1.88,1,341
500886,BEAUTIFUL ROOM IN BKLYN BROWNSTONE,2206506,James,Brooklyn,Bedford-Stuyvesant,40.68825,-73.92951,Private room,85,3,103,2019-06-15,1.25,2,344
501041,UPWS sunny DUPLEX +PATIO,1386685,Aleksandra,Manhattan,Upper West Side,40.78451,-73.97882,Entire home/apt,300,7,0,,,1,0
501082,Private Bdrm & Bath-30-night min-Weekly Maid Serv.,2471671,Joyce,Manhattan,Harlem,40.82392,-73.94205,Private room,79,30,185,2019-06-07,2.15,1,302
501098,Private Bedroom in Wooden House,2472680,Fanny,Brooklyn,Williamsburg,40.71384,-73.9474,Private room,90,4,219,2019-06-15,2.54,1,30
501693,Room w/pvt bathroom on Central Park,1490833,Patrick,Manhattan,Upper West Side,40.7952,-73.9624,Private room,99,1,280,2019-06-23,3.51,1,246
502132,Beautiful Downtown Manhattan Share,48599,Anastasia,Manhattan,Chelsea,40.73942,-74.00009,Shared room,50,1,61,2017-05-07,0.71,2,0
502309,"Sunny Rm #1, Air Conditioner, Park,Express Q train",2478675,Gina,Brooklyn,Prospect-Lefferts Gardens,40.65524,-73.95646,Private room,46,1,184,2019-06-10,2.14,5,362
502429,Park Slope duplex with backyard,2100968,Elodie,Brooklyn,South Slope,40.66153,-73.98554,Entire home/apt,325,3,116,2019-07-07,1.37,1,203
503460,Spacious Apartment w extra room,2483236,Caitlin,Staten Island,New Springville,40.59274,-74.16178,Private room,68,2,11,2018-10-22,0.24,1,88
503529,HEART OF SOHO The Perfect One Bedroom Apt,2483293,Eric,Manhattan,SoHo,40.72701,-74.0011,Entire home/apt,198,3,9,2019-02-23,0.10,1,0
503585,Charming & Spacious One Bedroom,2483766,Rebecca (Marks),Brooklyn,Bedford-Stuyvesant,40.68607,-73.95839,Entire home/apt,100,5,4,2013-07-14,0.05,1,0
503722,Hip Stylish WIlliamsburg Studio,2484383,Theresa,Brooklyn,Williamsburg,40.71345,-73.95689,Entire home/apt,175,2,15,2019-06-03,0.29,1,64
503790,SLEEK WEST VILLAGE ARTIST STUDIO LOFT,2484654,Michele,Manhattan,West Village,40.73214,-74.00188,Entire home/apt,130,4,22,2019-05-26,0.28,1,77
504322,Sunny 1BD in Greenwich Village,471928,Mahalia,Manhattan,Greenwich Village,40.72903,-74.00028,Entire home/apt,180,3,18,2017-07-01,0.21,1,0
504362,1760 Sq ft Penthouse apartment,2487309,Eric,Brooklyn,Prospect Heights,40.67823,-73.97007,Entire home/apt,209,3,56,2019-07-04,0.65,1,160
504394,"Charming, Retro Apt on the UWS",2487319,Erin,Manhattan,Upper West Side,40.79842,-73.96903,Entire home/apt,150,4,2,2014-09-03,0.03,1,141
504437,The biggest small apt in Manhattan,2356449,Mariana,Manhattan,Lower East Side,40.72232,-73.98686,Entire home/apt,104,3,57,2019-06-30,0.70,1,6
505029,SPACIOUS Fabulous Sunny Loft for 2 wks in Fall,2490471,Ann,Manhattan,East Village,40.72454,-73.97944,Entire home/apt,175,4,13,2018-11-16,0.17,1,0
505231,"Enjoy a 1 Bedroom to share, NYC",2490915,Catherine,Manhattan,Upper East Side,40.77799,-73.95223,Private room,80,1,1,2012-06-22,0.01,1,0
505315,Charming ROOM(s)*Lovely BUSHWICK Block*25min->City,167417,Kelly,Brooklyn,Bushwick,40.69227,-73.90852,Private room,68,2,37,2019-06-23,0.49,1,23
506121,Cozy Room in Lively East Village,2267153,John,Manhattan,East Village,40.7276,-73.98347,Private room,72,5,451,2019-06-30,5.26,2,13
506527,Modern Sunny 2 Bedroom Apartment,864735,Jason,Queens,Astoria,40.75782,-73.92129,Entire home/apt,107,30,24,2019-04-30,0.29,8,262
506571,Large sunny 1br apt in East Village,2349977,Anthony,Manhattan,East Village,40.72756,-73.97939,Entire home/apt,150,7,19,2019-03-22,0.32,1,24
506575,Bronx Room Near Yankees + Harlem,2001830,Jose And Ysaira,Bronx,Morris Heights,40.84937,-73.91328,Private room,45,3,190,2019-06-06,2.21,2,329
507393,Ready private furnished room w/Wifi,1539749,Edward,Brooklyn,Bedford-Stuyvesant,40.68549,-73.94724,Private room,49,2,46,2019-05-27,0.54,4,301
509989,Artist's Ditmas Pk 5 bedroom house,2472305,Rick,Brooklyn,Flatbush,40.64229,-73.96548,Entire home/apt,349,1,169,2019-06-23,2.08,1,344
510218,Spacious Upper West Side 1-Bedroom,2513726,Margaret,Manhattan,Upper West Side,40.79218,-73.97926,Entire home/apt,185,2,165,2019-06-18,1.92,1,259
510454,"Gramercy Pk Area, w Rooftop Gdn!",2515124,Jacqueline,Manhattan,Kips Bay,40.73951,-73.98146,Entire home/apt,145,3,2,2016-06-23,0.02,1,0
511436,"Wake up to the skyline of the city, prime location",2519356,Darya,Brooklyn,Williamsburg,40.7139,-73.96553,Entire home/apt,96,3,1,2018-05-26,0.07,1,0
511733,"Artist Loft @ Bushwick, Brooklyn",1840766,Samantha,Brooklyn,Bushwick,40.70753,-73.92048,Entire home/apt,120,5,3,2015-09-20,0.04,1,0
511960,Wonderful east village floor thru,2521848,Gay,Manhattan,East Village,40.73044,-73.98683,Entire home/apt,160,1,15,2016-05-09,0.18,1,0
512209,Your own townhouse in Bklyn Heights,2521513,Amy,Brooklyn,Brooklyn Heights,40.69964,-73.99299,Entire home/apt,800,3,60,2019-01-01,0.70,1,67
512210,The Brooklyn Woodworker 3bdrm/2bth,2522854,Rich,Brooklyn,Crown Heights,40.67709,-73.95237,Entire home/apt,349,2,320,2019-06-22,3.85,1,260
512775,The Cottage / 1500 sqft. of Privacy,2396295,Richard,Queens,Long Island City,40.75296,-73.93716,Entire home/apt,350,2,182,2019-06-11,2.20,1,272
513343,"Cozy, Hella Sunny, and Convenient!",2528671,Dennis,Brooklyn,Prospect Heights,40.67717,-73.96915,Entire home/apt,125,30,1,2012-07-11,0.01,1,341
513688,Boerum Hill Brownstone Garden Duplx,2530670,Tiffany,Brooklyn,Boerum Hill,40.68586,-73.9809,Entire home/apt,350,2,134,2019-07-07,1.56,1,56
514457,Brownstone Beauty with Deck,2096690,Richard,Brooklyn,Bedford-Stuyvesant,40.68543,-73.93838,Entire home/apt,150,10,10,2019-05-26,0.17,2,185
514548,Loft Apt and Art Studio: 4-month rental,2533991,Amanda,Brooklyn,Bushwick,40.69849,-73.92678,Entire home/apt,180,30,0,,,1,352
515392,Beautiful Brand New Chelsea Studio,2538544,Michael,Manhattan,Chelsea,40.74348,-73.9998,Entire home/apt,200,1,60,2019-06-02,0.78,1,260
516452,"Big, Bright, and Beautiful",2542888,Catrinel,Brooklyn,Fort Greene,40.68679,-73.97378,Entire home/apt,99,30,5,2019-05-12,0.06,1,242
516461,Great studio apt in midtown west!,2542895,Aaron,Manhattan,Chelsea,40.75086,-73.99776,Entire home/apt,130,5,9,2016-08-04,0.10,1,0
516643,"Williamsburg Apt, close to metro L",2543761,Stephane,Brooklyn,Williamsburg,40.71915,-73.95581,Entire home/apt,150,3,1,2013-01-04,0.01,1,0
516791,Lovely Brooklyn Apt,696306,Bethany,Brooklyn,Kensington,40.64625,-73.97932,Entire home/apt,90,10,33,2019-05-22,0.39,1,269
517626,Above Graham stop - L train,2438262,Walker,Brooklyn,Williamsburg,40.71577,-73.94084,Private room,95,1,10,2014-12-03,0.14,1,0
517654,Beautiful apt 10 min to Wbrg!,78742,Joni,Queens,Ridgewood,40.70278,-73.90153,Entire home/apt,70,30,3,2015-08-15,0.04,1,0
518566,"Gorgeous, charming Upper East private room",1497427,Andrea,Manhattan,Upper East Side,40.77108,-73.95967,Private room,82,3,10,2019-05-15,0.13,2,251
518576,3 bedroom duplex apt with backyard,2155917,Stephanie,Brooklyn,Bedford-Stuyvesant,40.68812,-73.94627,Entire home/apt,250,30,62,2019-07-02,0.73,3,292
518960,Cozy and quiet with secret garden,2155832,Federico,Manhattan,Harlem,40.82823,-73.94691,Entire home/apt,90,4,266,2019-07-04,3.17,1,150
519310,YOU ROOM IN NYC,1366310,Janina,Queens,Woodside,40.74377,-73.91225,Private room,75,2,251,2019-07-07,2.92,2,317
521018,1BR Loft in Brooklyn,2562882,Brendan,Brooklyn,Clinton Hill,40.69432,-73.96481,Entire home/apt,160,14,3,2016-04-28,0.04,1,0
521038,Cozy room in  2 bedrm apt in amazing Harlem!,2563132,Ghislaine,Manhattan,Harlem,40.82749,-73.9382,Private room,115,7,8,2012-12-25,0.09,1,178
521522,Beautiful 3 room studio in Brooklyn,2440317,Amelia,Brooklyn,South Slope,40.66777,-73.98367,Private room,150,4,5,2012-12-31,0.06,1,0
521672,Luxury Loft in Creative & Fun Apt,1720619,Glace,Brooklyn,Williamsburg,40.71423,-73.95305,Private room,89,4,160,2019-06-21,1.92,1,23
521806,Airy 1BR nice area Queens nr subway,2389494,Anya,Queens,Rego Park,40.72719,-73.86166,Entire home/apt,69,5,5,2019-05-17,0.10,1,4
522081,Guest Room in Art Loft in Chelsea,1413546,Asher,Manhattan,Chelsea,40.74341,-73.99298,Private room,170,2,183,2019-06-14,2.19,2,254
523123,Tranquility & convenience in Bklyn,2572253,Carl,Brooklyn,South Slope,40.66051,-73.98495,Entire home/apt,375,5,19,2018-12-30,0.23,1,43
524111,"Convenient East Village Studio,",62508,Leigh,Manhattan,East Village,40.72915,-73.98019,Entire home/apt,118,3,141,2019-06-24,1.66,1,13
525120,Very cute quiet Studio in chelsea,184883,Noele,Manhattan,Chelsea,40.74767,-74.01061,Entire home/apt,135,6,42,2019-05-27,0.49,1,170
525293,Yankee Nest,2556498,Chris,Bronx,Concourse,40.82822,-73.92439,Entire home/apt,250,3,119,2019-07-01,1.41,1,339
525388,Greenpoint gypset retreat,787204,Jenna,Brooklyn,Greenpoint,40.73067,-73.955,Entire home/apt,200,7,20,2019-06-23,0.24,1,365
525412,Beautiful sunny Nolita/Soho Apt,1104814,Robert,Manhattan,Nolita,40.72246,-73.99552,Entire home/apt,150,5,5,2015-06-28,0.06,1,0
