Port Name,State,Port Code,Border,Date,Measure,Value
Champlain-Rouses Point,NY,712,US-Canada Border,5/1/2018 00:00,Personal Vehicle Passengers,179661
Baudette,MN,3424,US-Canada Border,5/1/2018 00:00,Buses,14
Sasabe,AZ,2606,US-Mexico Border,5/1/2018 00:00,Pedestrians,101
Sumas,WA,3009,US-Canada Border,5/1/2018 00:00,Personal Vehicles,90909
Champlain-Rouses Point,NY,712,US-Canada Border,5/1/2018 00:00,Truck Containers Full,24212
Morgan,MT,3319,US-Canada Border,5/1/2018 00:00,Trucks,23
Sumas,WA,3009,US-Canada Border,5/1/2018 00:00,Buses,27
Detroit,MI,3801,US-Canada Border,5/1/2018 00:00,Trucks,139232
Carbury,ND,3421,US-Canada Border,5/1/2018 00:00,Truck Containers Empty,36
Brownsville,TX,2301,US-Mexico Border,5/1/2018 00:00,Truck Containers Empty,8302
Skagway,AK,3103,US-Canada Border,5/1/2018 00:00,Pedestrians,3
Danville,WA,3012,US-Canada Border,5/1/2018 00:00,Personal Vehicle Passengers,4494
Otay Mesa,CA,2506,US-Mexico Border,5/1/2018 00:00,Truck Containers Full,66664
Pinecreek,MN,3425,US-Canada Border,5/1/2018 00:00,Trucks,21
Antler,ND,3413,US-Canada Border,5/1/2018 00:00,Personal Vehicles,688
Champlain-Rouses Point,NY,712,US-Canada Border,5/1/2018 00:00,Rail Containers Empty,654
Wildhorse,MT,3323,US-Canada Border,5/1/2018 00:00,Truck Containers Full,630
Eastport,ME,103,US-Canada Border,5/1/2018 00:00,Truck Containers Empty,135
Nogales,AZ,2604,US-Mexico Border,5/1/2018 00:00,Trucks,39700
Walhalla,ND,3407,US-Canada Border,5/1/2018 00:00,Trucks,1144
Jackman,ME,104,US-Canada Border,5/1/2018 00:00,Trucks,5519
Brownsville,TX,2301,US-Mexico Border,5/1/2018 00:00,Buses,503
Sarles,ND,3409,US-Canada Border,5/1/2018 00:00,Truck Containers Full,6
Ketchikan,AK,3102,US-Canada Border,5/1/2018 00:00,Personal Vehicles,445
Sasabe,AZ,2606,US-Mexico Border,5/1/2018 00:00,Personal Vehicle Passengers,3972
Portal,ND,3403,US-Canada Border,5/1/2018 00:00,Trains,150
Laredo,TX,2304,US-Mexico Border,5/1/2018 00:00,Truck Containers Empty,53960
Antler,ND,3413,US-Canada Border,5/1/2018 00:00,Personal Vehicle Passengers,1185
Port Angeles,WA,3007,US-Canada Border,5/1/2018 00:00,Truck Containers Full,25
Carbury,ND,3421,US-Canada Border,5/1/2018 00:00,Truck Containers Full,38
Metaline Falls,WA,3025,US-Canada Border,5/1/2018 00:00,Truck Containers Empty,355
Santa Teresa,NM,2408,US-Mexico Border,5/1/2018 00:00,Bus Passengers,147
Fortuna,ND,3417,US-Canada Border,5/1/2018 00:00,Trucks,455
Santa Teresa,NM,2408,US-Mexico Border,5/1/2018 00:00,Truck Containers Full,6722
Lynden,WA,3023,US-Canada Border,5/1/2018 00:00,Truck Containers Empty,3373
Del Bonita,MT,3322,US-Canada Border,5/1/2018 00:00,Personal Vehicles,2079
Bridgewater,ME,127,US-Canada Border,5/1/2018 00:00,Personal Vehicles,4008
Calais,ME,115,US-Canada Border,5/1/2018 00:00,Trucks,6794
Brownsville,TX,2301,US-Mexico Border,5/1/2018 00:00,Bus Passengers,3432
Eastport,ID,3302,US-Canada Border,5/1/2018 00:00,Rail Containers Full,10454
Derby Line,VT,209,US-Canada Border,5/1/2018 00:00,Buses,263
Trout River,NY,715,US-Canada Border,5/1/2018 00:00,Truck Containers Full,613
Eastport,ID,3302,US-Canada Border,5/1/2018 00:00,Trucks,4951
Buffalo-Niagara Falls,NY,901,US-Canada Border,5/1/2018 00:00,Rail Containers Full,8302
Hansboro,ND,3415,US-Canada Border,5/1/2018 00:00,Personal Vehicles,620
Rio Grande City,TX,2307,US-Mexico Border,5/1/2018 00:00,Pedestrians,3701
Skagway,AK,3103,US-Canada Border,5/1/2018 00:00,Train Passengers,12039
Danville,WA,3012,US-Canada Border,5/1/2018 00:00,Trucks,64
Hannah,ND,3408,US-Canada Border,5/1/2018 00:00,Personal Vehicle Passengers,159
Laurier,WA,3016,US-Canada Border,5/1/2018 00:00,Truck Containers Full,189
Pinecreek,MN,3425,US-Canada Border,5/1/2018 00:00,Personal Vehicle Passengers,648
Norton,VT,211,US-Canada Border,5/1/2018 00:00,Pedestrians,3
Scobey,MT,3309,US-Canada Border,5/1/2018 00:00,Personal Vehicles,510
Derby Line,VT,209,US-Canada Border,5/1/2018 00:00,Truck Containers Empty,936
Roosville,MT,3318,US-Canada Border,5/1/2018 00:00,Buses,2
Fort Kent,ME,110,US-Canada Border,5/1/2018 00:00,Truck Containers Empty,1004
Sweetgrass,MT,3310,US-Canada Border,5/1/2018 00:00,Rail Containers Empty,647
Derby Line,VT,209,US-Canada Border,5/1/2018 00:00,Bus Passengers,10330
Tornillo-Fabens,TX,2404,US-Mexico Border,5/1/2018 00:00,Pedestrians,3886
International Falls-Ranier,MN,3604,US-Canada Border,5/1/2018 00:00,Bus Passengers,309
Northgate,ND,3406,US-Canada Border,5/1/2018 00:00,Train Passengers,28
San Ysidro,CA,2504,US-Mexico Border,5/1/2018 00:00,Bus Passengers,3977
Ketchikan,AK,3102,US-Canada Border,5/1/2018 00:00,Truck Containers Full,1
Fort Fairfield,ME,107,US-Canada Border,5/1/2018 00:00,Trucks,1115
Hansboro,ND,3415,US-Canada Border,5/1/2018 00:00,Truck Containers Empty,3
Maida,ND,3416,US-Canada Border,5/1/2018 00:00,Personal Vehicles,588
Eagle Pass,TX,2303,US-Mexico Border,5/1/2018 00:00,Rail Containers Full,12872
Point Roberts,WA,3017,US-Canada Border,5/1/2018 00:00,Bus Passengers,1056
Alexandria Bay,NY,708,US-Canada Border,5/1/2018 00:00,Trucks,18081
Warroad,MN,3423,US-Canada Border,5/1/2018 00:00,Personal Vehicle Passengers,15543
Roosville,MT,3318,US-Canada Border,5/1/2018 00:00,Trucks,963
Blaine,WA,3004,US-Canada Border,5/1/2018 00:00,Trains,267
Jackman,ME,104,US-Canada Border,5/1/2018 00:00,Truck Containers Full,1952
Sumas,WA,3009,US-Canada Border,5/1/2018 00:00,Trains,13
Frontier,WA,3020,US-Canada Border,5/1/2018 00:00,Bus Passengers,234
Lancaster,MN,3430,US-Canada Border,5/1/2018 00:00,Trucks,384
Buffalo-Niagara Falls,NY,901,US-Canada Border,5/1/2018 00:00,Trucks,84358
Lancaster,MN,3430,US-Canada Border,5/1/2018 00:00,Personal Vehicles,2177
Willow Creek,MT,3325,US-Canada Border,5/1/2018 00:00,Personal Vehicles,222
Portal,ND,3403,US-Canada Border,5/1/2018 00:00,Train Passengers,450
Lukeville,AZ,2602,US-Mexico Border,5/1/2018 00:00,Personal Vehicles,38594
Hansboro,ND,3415,US-Canada Border,5/1/2018 00:00,Truck Containers Full,2
Richford,VT,203,US-Canada Border,5/1/2018 00:00,Trucks,377
Calais,ME,115,US-Canada Border,5/1/2018 00:00,Rail Containers Full,29
Morgan,MT,3319,US-Canada Border,5/1/2018 00:00,Truck Containers Empty,10
Hidalgo,TX,2305,US-Mexico Border,5/1/2018 00:00,Personal Vehicle Passengers,759270
Naco,AZ,2603,US-Mexico Border,5/1/2018 00:00,Pedestrians,13009
Buffalo-Niagara Falls,NY,901,US-Canada Border,5/1/2018 00:00,Personal Vehicle Passengers,880074
Detroit,MI,3801,US-Canada Border,5/1/2018 00:00,Personal Vehicles,330990
El Paso,TX,2402,US-Mexico Border,5/1/2018 00:00,Personal Vehicle Passengers,1887377
Otay Mesa,CA,2506,US-Mexico Border,5/1/2018 00:00,Personal Vehicles,706441
Porthill,ID,3308,US-Canada Border,5/1/2018 00:00,Trucks,291
El Paso,TX,2402,US-Mexico Border,5/1/2018 00:00,Bus Passengers,13516
Norton,VT,211,US-Canada Border,5/1/2018 00:00,Rail Containers Full,723
Derby Line,VT,209,US-Canada Border,5/1/2018 00:00,Personal Vehicles,41146
Santa Teresa,NM,2408,US-Mexico Border,5/1/2018 00:00,Truck Containers Empty,3521
Richford,VT,203,US-Canada Border,5/1/2018 00:00,Trains,10
El Paso,TX,2402,US-Mexico Border,5/1/2018 00:00,Pedestrians,609216
Wildhorse,MT,3323,US-Canada Border,5/1/2018 00:00,Personal Vehicles,1183
San Luis,AZ,2608,US-Mexico Border,5/1/2018 00:00,Trucks,2147
Detroit,MI,3801,US-Canada Border,5/1/2018 00:00,Buses,579
Van Buren,ME,108,US-Canada Border,5/1/2018 00:00,Truck Containers Empty,848
Baudette,MN,3424,US-Canada Border,5/1/2018 00:00,Personal Vehicle Passengers,25841
Port Huron,MI,3802,US-Canada Border,5/1/2018 00:00,Truck Containers Full,57072
Alcan,AK,3104,US-Canada Border,5/1/2018 00:00,Pedestrians,5
Piegan,MT,3316,US-Canada Border,5/1/2018 00:00,Truck Containers Empty,83
Wildhorse,MT,3323,US-Canada Border,5/1/2018 00:00,Personal Vehicle Passengers,2547
Fort Kent,ME,110,US-Canada Border,5/1/2018 00:00,Trucks,1164
Otay Mesa,CA,2506,US-Mexico Border,5/1/2018 00:00,Rail Containers Empty,371
Blaine,WA,3004,US-Canada Border,5/1/2018 00:00,Trucks,33455
Port Huron,MI,3802,US-Canada Border,5/1/2018 00:00,Train Passengers,703
Richford,VT,203,US-Canada Border,5/1/2018 00:00,Rail Containers Empty,29
Massena,NY,704,US-Canada Border,5/1/2018 00:00,Trucks,2545
Douglas,AZ,2601,US-Mexico Border,5/1/2018 00:00,Personal Vehicles,153210
Skagway,AK,3103,US-Canada Border,5/1/2018 00:00,Bus Passengers,34220
Sault Sainte Marie,MI,3803,US-Canada Border,5/1/2018 00:00,Trains,31
Sweetgrass,MT,3310,US-Canada Border,5/1/2018 00:00,Train Passengers,210
Derby Line,VT,209,US-Canada Border,5/1/2018 00:00,Personal Vehicle Passengers,74619
Dunseith,ND,3422,US-Canada Border,5/1/2018 00:00,Personal Vehicles,4088
Skagway,AK,3103,US-Canada Border,5/1/2018 00:00,Personal Vehicle Passengers,14100
Oroville,WA,3019,US-Canada Border,5/1/2018 00:00,Truck Containers Empty,1005
Sault Sainte Marie,MI,3803,US-Canada Border,5/1/2018 00:00,Personal Vehicle Passengers,109163
Fort Fairfield,ME,107,US-Canada Border,5/1/2018 00:00,Personal Vehicle Passengers,15034
Jackman,ME,104,US-Canada Border,5/1/2018 00:00,Bus Passengers,556
Andrade,CA,2502,US-Mexico Border,5/1/2018 00:00,Pedestrians,55527
Trout River,NY,715,US-Canada Border,5/1/2018 00:00,Trucks,1489
Tecate,CA,2505,US-Mexico Border,5/1/2018 00:00,Truck Containers Full,3551
Laurier,WA,3016,US-Canada Border,5/1/2018 00:00,Truck Containers Empty,571
Buffalo-Niagara Falls,NY,901,US-Canada Border,5/1/2018 00:00,Train Passengers,1381
Dunseith,ND,3422,US-Canada Border,5/1/2018 00:00,Personal Vehicle Passengers,8018
Westhope,ND,3419,US-Canada Border,5/1/2018 00:00,Personal Vehicles,643
Boundary,WA,3015,US-Canada Border,5/1/2018 00:00,Buses,1
Douglas,AZ,2601,US-Mexico Border,5/1/2018 00:00,Personal Vehicle Passengers,275960
Frontier,WA,3020,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,1212
Portal,ND,3403,US-Canada Border,4/1/2018 00:00,Trucks,8143
Laredo,TX,2304,US-Mexico Border,4/1/2018 00:00,Personal Vehicles,404095
Hansboro,ND,3415,US-Canada Border,4/1/2018 00:00,Trucks,5
Richford,VT,203,US-Canada Border,4/1/2018 00:00,Personal Vehicles,6477
Pembina,ND,3401,US-Canada Border,4/1/2018 00:00,Train Passengers,198
Metaline Falls,WA,3025,US-Canada Border,4/1/2018 00:00,Buses,8
Scobey,MT,3309,US-Canada Border,4/1/2018 00:00,Truck Containers Full,63
Sweetgrass,MT,3310,US-Canada Border,4/1/2018 00:00,Train Passengers,162
Ogdensburg,NY,701,US-Canada Border,4/1/2018 00:00,Personal Vehicles,21416
Jackman,ME,104,US-Canada Border,4/1/2018 00:00,Train Passengers,33
Norton,VT,211,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,299
Roosville,MT,3318,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,16823
Sasabe,AZ,2606,US-Mexico Border,4/1/2018 00:00,Personal Vehicle Passengers,4200
Calexico East,CA,2507,US-Mexico Border,4/1/2018 00:00,Truck Containers Full,17224
Laredo,TX,2304,US-Mexico Border,4/1/2018 00:00,Pedestrians,264557
Raymond,MT,3301,US-Canada Border,4/1/2018 00:00,Trucks,1664
Calais,ME,115,US-Canada Border,4/1/2018 00:00,Trains,10
Presidio,TX,2403,US-Mexico Border,4/1/2018 00:00,Personal Vehicle Passengers,124286
Nogales,AZ,2604,US-Mexico Border,4/1/2018 00:00,Buses,841
Otay Mesa,CA,2506,US-Mexico Border,4/1/2018 00:00,Pedestrians,272766
Whitlash,MT,3321,US-Canada Border,4/1/2018 00:00,Personal Vehicles,35
Del Rio,TX,2302,US-Mexico Border,4/1/2018 00:00,Truck Containers Empty,1400
Brownsville,TX,2301,US-Mexico Border,4/1/2018 00:00,Rail Containers Empty,7351
Andrade,CA,2502,US-Mexico Border,4/1/2018 00:00,Personal Vehicles,48965
Fortuna,ND,3417,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,41
Noonan,ND,3420,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,3186
Scobey,MT,3309,US-Canada Border,4/1/2018 00:00,Trucks,51
Westhope,ND,3419,US-Canada Border,4/1/2018 00:00,Trucks,1075
Richford,VT,203,US-Canada Border,4/1/2018 00:00,Train Passengers,24
Sarles,ND,3409,US-Canada Border,4/1/2018 00:00,Trucks,33
Brownsville,TX,2301,US-Mexico Border,4/1/2018 00:00,Trains,79
Morgan,MT,3319,US-Canada Border,4/1/2018 00:00,Personal Vehicles,343
Opheim,MT,3317,US-Canada Border,4/1/2018 00:00,Truck Containers Full,35
Douglas,AZ,2601,US-Mexico Border,4/1/2018 00:00,Personal Vehicle Passengers,268815
Northgate,ND,3406,US-Canada Border,4/1/2018 00:00,Trucks,1578
Northgate,ND,3406,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,1925
Calais,ME,115,US-Canada Border,4/1/2018 00:00,Pedestrians,480
Hansboro,ND,3415,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,1025
Carbury,ND,3421,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,10
San Ysidro,CA,2504,US-Mexico Border,4/1/2018 00:00,Buses,2732
Tecate,CA,2505,US-Mexico Border,4/1/2018 00:00,Trucks,5235
Eastport,ME,103,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,13890
Hidalgo,TX,2305,US-Mexico Border,4/1/2018 00:00,Pedestrians,175673
Limestone,ME,118,US-Canada Border,4/1/2018 00:00,Trucks,46
Sweetgrass,MT,3310,US-Canada Border,4/1/2018 00:00,Bus Passengers,231
Van Buren,ME,108,US-Canada Border,4/1/2018 00:00,Personal Vehicles,11875
Douglas,AZ,2601,US-Mexico Border,4/1/2018 00:00,Trucks,2385
Oroville,WA,3019,US-Canada Border,4/1/2018 00:00,Personal Vehicles,15624
Metaline Falls,WA,3025,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,3582
Eagle Pass,TX,2303,US-Mexico Border,4/1/2018 00:00,Truck Containers Full,12316
Eagle Pass,TX,2303,US-Mexico Border,4/1/2018 00:00,Trucks,14767
Santa Teresa,NM,2408,US-Mexico Border,4/1/2018 00:00,Bus Passengers,207
Progreso,TX,2309,US-Mexico Border,4/1/2018 00:00,Personal Vehicles,107579
Scobey,MT,3309,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,607
Laurier,WA,3016,US-Canada Border,4/1/2018 00:00,Trucks,827
Massena,NY,704,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,624
El Paso,TX,2402,US-Mexico Border,4/1/2018 00:00,Pedestrians,607398
Sherwood,ND,3414,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,248
Del Rio,TX,2302,US-Mexico Border,4/1/2018 00:00,Truck Containers Full,5127
Metaline Falls,WA,3025,US-Canada Border,4/1/2018 00:00,Truck Containers Full,37
Morgan,MT,3319,US-Canada Border,4/1/2018 00:00,Truck Containers Full,8
Eastport,ID,3302,US-Canada Border,4/1/2018 00:00,Rail Containers Full,10213
Oroville,WA,3019,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,26319
Trout River,NY,715,US-Canada Border,4/1/2018 00:00,Buses,3
Roosville,MT,3318,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,421
El Paso,TX,2402,US-Mexico Border,4/1/2018 00:00,Trucks,67623
Nogales,AZ,2604,US-Mexico Border,4/1/2018 00:00,Personal Vehicle Passengers,583473
Sarles,ND,3409,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,622
Portal,ND,3403,US-Canada Border,4/1/2018 00:00,Trains,160
Sherwood,ND,3414,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,2337
Dalton Cache,AK,3106,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,1463
Sault Sainte Marie,MI,3803,US-Canada Border,4/1/2018 00:00,Rail Containers Full,1669
Portal,ND,3403,US-Canada Border,4/1/2018 00:00,Buses,11
Brownsville,TX,2301,US-Mexico Border,4/1/2018 00:00,Personal Vehicles,408662
Laredo,TX,2304,US-Mexico Border,4/1/2018 00:00,Rail Containers Full,20364
Columbus,NM,2406,US-Mexico Border,4/1/2018 00:00,Bus Passengers,1368
Buffalo-Niagara Falls,NY,901,US-Canada Border,4/1/2018 00:00,Rail Containers Full,7962
Walhalla,ND,3407,US-Canada Border,4/1/2018 00:00,Truck Containers Full,107
Blaine,WA,3004,US-Canada Border,4/1/2018 00:00,Personal Vehicles,350696
Champlain-Rouses Point,NY,712,US-Canada Border,4/1/2018 00:00,Trains,90
Beecher Falls,VT,206,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,683
Point Roberts,WA,3017,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,133802
Tecate,CA,2505,US-Mexico Border,4/1/2018 00:00,Truck Containers Full,3128
Point Roberts,WA,3017,US-Canada Border,4/1/2018 00:00,Personal Vehicles,87795
Dalton Cache,AK,3106,US-Canada Border,4/1/2018 00:00,Personal Vehicles,792
Houlton,ME,106,US-Canada Border,4/1/2018 00:00,Buses,21
Neche,ND,3404,US-Canada Border,4/1/2018 00:00,Trucks,478
International Falls-Ranier,MN,3604,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,398
Sault Sainte Marie,MI,3803,US-Canada Border,4/1/2018 00:00,Truck Containers Full,3266
Friday Harbor,WA,3014,US-Canada Border,4/1/2018 00:00,Personal Vehicles,203
Eastport,ID,3302,US-Canada Border,4/1/2018 00:00,Rail Containers Empty,652
Wildhorse,MT,3323,US-Canada Border,4/1/2018 00:00,Truck Containers Full,97
Lukeville,AZ,2602,US-Mexico Border,4/1/2018 00:00,Pedestrians,3331
Champlain-Rouses Point,NY,712,US-Canada Border,4/1/2018 00:00,Pedestrians,195
Champlain-Rouses Point,NY,712,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,3591
Champlain-Rouses Point,NY,712,US-Canada Border,4/1/2018 00:00,Trucks,26392
Bridgewater,ME,127,US-Canada Border,4/1/2018 00:00,Truck Containers Full,104
Ambrose,ND,3410,US-Canada Border,4/1/2018 00:00,Personal Vehicles,68
Buffalo-Niagara Falls,NY,901,US-Canada Border,4/1/2018 00:00,Rail Containers Empty,3903
Eastport,ME,103,US-Canada Border,4/1/2018 00:00,Trucks,175
Piegan,MT,3316,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,31
Friday Harbor,WA,3014,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,451
Porthill,ID,3308,US-Canada Border,4/1/2018 00:00,Truck Containers Full,43
Detroit,MI,3801,US-Canada Border,4/1/2018 00:00,Rail Containers Full,7790
Calais,ME,115,US-Canada Border,4/1/2018 00:00,Rail Containers Full,14
Port Huron,MI,3802,US-Canada Border,4/1/2018 00:00,Trucks,70517
Bridgewater,ME,127,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,405
Boundary,WA,3015,US-Canada Border,4/1/2018 00:00,Rail Containers Empty,574
Derby Line,VT,209,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,52268
Sweetgrass,MT,3310,US-Canada Border,4/1/2018 00:00,Truck Containers Full,10636
Sweetgrass,MT,3310,US-Canada Border,4/1/2018 00:00,Buses,8
Naco,AZ,2603,US-Mexico Border,4/1/2018 00:00,Personal Vehicles,25444
Derby Line,VT,209,US-Canada Border,4/1/2018 00:00,Trucks,7856
Pembina,ND,3401,US-Canada Border,4/1/2018 00:00,Trains,99
Frontier,WA,3020,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,5699
Progreso,TX,2309,US-Mexico Border,4/1/2018 00:00,Pedestrians,80933
Pembina,ND,3401,US-Canada Border,4/1/2018 00:00,Rail Containers Empty,2522
Porthill,ID,3308,US-Canada Border,4/1/2018 00:00,Pedestrians,10
Fort Kent,ME,110,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,943
Metaline Falls,WA,3025,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,326
Turner,MT,3306,US-Canada Border,4/1/2018 00:00,Personal Vehicles,540
Beecher Falls,VT,206,US-Canada Border,4/1/2018 00:00,Trucks,738
Richford,VT,203,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,10711
Otay Mesa,CA,2506,US-Mexico Border,4/1/2018 00:00,Bus Passengers,2783
Neche,ND,3404,US-Canada Border,4/1/2018 00:00,Personal Vehicles,2845
Jackman,ME,104,US-Canada Border,4/1/2018 00:00,Pedestrians,2
Grand Portage,MN,3613,US-Canada Border,4/1/2018 00:00,Trucks,950
Norton,VT,211,US-Canada Border,4/1/2018 00:00,Trains,15
Turner,MT,3306,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,18
Pinecreek,MN,3425,US-Canada Border,4/1/2018 00:00,Personal Vehicles,290
Roosville,MT,3318,US-Canada Border,4/1/2018 00:00,Buses,4
Laredo,TX,2304,US-Mexico Border,4/1/2018 00:00,Trucks,198066
Laredo,TX,2304,US-Mexico Border,4/1/2018 00:00,Personal Vehicle Passengers,825071
Sumas,WA,3009,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,134286
Detroit,MI,3801,US-Canada Border,4/1/2018 00:00,Rail Containers Empty,3620
Walhalla,ND,3407,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,386
Port Huron,MI,3802,US-Canada Border,4/1/2018 00:00,Rail Containers Full,19740
Dalton Cache,AK,3106,US-Canada Border,4/1/2018 00:00,Trucks,107
Noonan,ND,3420,US-Canada Border,4/1/2018 00:00,Trucks,181
Porthill,ID,3308,US-Canada Border,4/1/2018 00:00,Personal Vehicles,10440
Bridgewater,ME,127,US-Canada Border,4/1/2018 00:00,Personal Vehicles,3495
Willow Creek,MT,3325,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,400
Fort Kent,ME,110,US-Canada Border,4/1/2018 00:00,Truck Containers Full,117
Nogales,AZ,2604,US-Mexico Border,4/1/2018 00:00,Truck Containers Full,32354
Fortuna,ND,3417,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,1291
Hidalgo,TX,2305,US-Mexico Border,4/1/2018 00:00,Trucks,55151
St. John,ND,3405,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,70
El Paso,TX,2402,US-Mexico Border,4/1/2018 00:00,Truck Containers Empty,23438
Detroit,MI,3801,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,501992
Danville,WA,3012,US-Canada Border,4/1/2018 00:00,Trucks,72
Jackman,ME,104,US-Canada Border,4/1/2018 00:00,Personal Vehicles,7299
Jackman,ME,104,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,11804
Nogales,AZ,2604,US-Mexico Border,4/1/2018 00:00,Train Passengers,224
Northgate,ND,3406,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,1157
Lynden,WA,3023,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,90670
Norton,VT,211,US-Canada Border,4/1/2018 00:00,Personal Vehicles,1937
Detroit,MI,3801,US-Canada Border,4/1/2018 00:00,Train Passengers,465
Sweetgrass,MT,3310,US-Canada Border,4/1/2018 00:00,Trucks,11067
Eagle Pass,TX,2303,US-Mexico Border,4/1/2018 00:00,Personal Vehicle Passengers,509503
Nogales,AZ,2604,US-Mexico Border,4/1/2018 00:00,Personal Vehicles,298714
St. John,ND,3405,US-Canada Border,4/1/2018 00:00,Trucks,71
Pembina,ND,3401,US-Canada Border,4/1/2018 00:00,Trucks,19929
Highgate Springs-Alburg,VT,212,US-Canada Border,4/1/2018 00:00,Truck Containers Full,6914
Port Angeles,WA,3007,US-Canada Border,4/1/2018 00:00,Bus Passengers,165
Tornillo-Fabens,TX,2404,US-Mexico Border,4/1/2018 00:00,Pedestrians,3713
Otay Mesa,CA,2506,US-Mexico Border,4/1/2018 00:00,Rail Containers Empty,262
Frontier,WA,3020,US-Canada Border,4/1/2018 00:00,Personal Vehicles,3048
Trout River,NY,715,US-Canada Border,4/1/2018 00:00,Train Passengers,108
Sweetgrass,MT,3310,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,1656
Rio Grande City,TX,2307,US-Mexico Border,4/1/2018 00:00,Personal Vehicles,34528
Champlain-Rouses Point,NY,712,US-Canada Border,4/1/2018 00:00,Rail Containers Full,4066
El Paso,TX,2402,US-Mexico Border,4/1/2018 00:00,Personal Vehicle Passengers,1871643
Laredo,TX,2304,US-Mexico Border,4/1/2018 00:00,Truck Containers Empty,52053
Houlton,ME,106,US-Canada Border,4/1/2018 00:00,Personal Vehicles,15595
Douglas,AZ,2601,US-Mexico Border,4/1/2018 00:00,Bus Passengers,1901
Roma,TX,2310,US-Mexico Border,4/1/2018 00:00,Trucks,583
Blaine,WA,3004,US-Canada Border,4/1/2018 00:00,Buses,1182
Sherwood,ND,3414,US-Canada Border,4/1/2018 00:00,Trucks,401
International Falls-Ranier,MN,3604,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,42801
Maida,ND,3416,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,5
Porthill,ID,3308,US-Canada Border,4/1/2018 00:00,Buses,3
Highgate Springs-Alburg,VT,212,US-Canada Border,4/1/2018 00:00,Rail Containers Empty,146
Lukeville,AZ,2602,US-Mexico Border,4/1/2018 00:00,Buses,38
Sweetgrass,MT,3310,US-Canada Border,4/1/2018 00:00,Trains,27
Progreso,TX,2309,US-Mexico Border,4/1/2018 00:00,Personal Vehicle Passengers,237197
Norton,VT,211,US-Canada Border,4/1/2018 00:00,Rail Containers Empty,143
Neche,ND,3404,US-Canada Border,4/1/2018 00:00,Personal Vehicle Passengers,4518
Skagway,AK,3103,US-Canada Border,4/1/2018 00:00,Personal Vehicles,1937
Calexico East,CA,2507,US-Mexico Border,4/1/2018 00:00,Rail Containers Empty,787
Highgate Springs-Alburg,VT,212,US-Canada Border,4/1/2018 00:00,Rail Containers Full,1156
Maida,ND,3416,US-Canada Border,4/1/2018 00:00,Truck Containers Full,1
Noonan,ND,3420,US-Canada Border,4/1/2018 00:00,Truck Containers Full,48
Blaine,WA,3004,US-Canada Border,4/1/2018 00:00,Truck Containers Full,23680
Blaine,WA,3004,US-Canada Border,4/1/2018 00:00,Truck Containers Empty,7713
Port Huron,MI,3802,US-Canada Border,4/1/2018 00:00,Rail Containers Empty,14120
Oroville,WA,3019,US-Canada Border,4/1/2018 00:00,Buses,9
Calexico East,CA,2507,US-Mexico Border,4/1/2018 00:00,Buses,220
