Port Name,State,Port Code,Border,Date,Measure,Value
Northgate,ND,3406,US-Canada Border,9/1/2019 00:00,Rail Containers Full,463
Northgate,ND,3406,US-Canada Border,9/1/2019 00:00,Train Passengers,13
Northgate,ND,3406,US-Canada Border,9/1/2019 00:00,Trains,14
Northgate,ND,3406,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,534
Northgate,ND,3406,US-Canada Border,9/1/2019 00:00,Truck Containers Full,476
Northgate,ND,3406,US-Canada Border,9/1/2019 00:00,Trucks,990
Norton,VT,211,US-Canada Border,9/1/2019 00:00,Pedestrians,9
Norton,VT,211,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,3965
Norton,VT,211,US-Canada Border,9/1/2019 00:00,Personal Vehicles,2436
Norton,VT,211,US-Canada Border,9/1/2019 00:00,Rail Containers Empty,132
Norton,VT,211,US-Canada Border,9/1/2019 00:00,Rail Containers Full,637
Norton,VT,211,US-Canada Border,9/1/2019 00:00,Train Passengers,30
Norton,VT,211,US-Canada Border,9/1/2019 00:00,Trains,20
Norton,VT,211,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,232
Norton,VT,211,US-Canada Border,9/1/2019 00:00,Truck Containers Full,717
Norton,VT,211,US-Canada Border,9/1/2019 00:00,Trucks,949
Ogdensburg,NY,701,US-Canada Border,9/1/2019 00:00,Bus Passengers,311
Ogdensburg,NY,701,US-Canada Border,9/1/2019 00:00,Buses,9
Ogdensburg,NY,701,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,45005
Ogdensburg,NY,701,US-Canada Border,9/1/2019 00:00,Personal Vehicles,25181
Ogdensburg,NY,701,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,731
Ogdensburg,NY,701,US-Canada Border,9/1/2019 00:00,Truck Containers Full,2860
Ogdensburg,NY,701,US-Canada Border,9/1/2019 00:00,Trucks,3517
Opheim,MT,3317,US-Canada Border,9/1/2019 00:00,Bus Passengers,2
Opheim,MT,3317,US-Canada Border,9/1/2019 00:00,Buses,1
Opheim,MT,3317,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,413
Opheim,MT,3317,US-Canada Border,9/1/2019 00:00,Personal Vehicles,231
Opheim,MT,3317,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,1
Opheim,MT,3317,US-Canada Border,9/1/2019 00:00,Truck Containers Full,2
Opheim,MT,3317,US-Canada Border,9/1/2019 00:00,Trucks,2
Oroville,WA,3019,US-Canada Border,9/1/2019 00:00,Bus Passengers,293
Oroville,WA,3019,US-Canada Border,9/1/2019 00:00,Buses,9
Oroville,WA,3019,US-Canada Border,9/1/2019 00:00,Pedestrians,652
Oroville,WA,3019,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,32889
Oroville,WA,3019,US-Canada Border,9/1/2019 00:00,Personal Vehicles,18809
Oroville,WA,3019,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,928
Oroville,WA,3019,US-Canada Border,9/1/2019 00:00,Truck Containers Full,1515
Oroville,WA,3019,US-Canada Border,9/1/2019 00:00,Trucks,2332
Otay Mesa,CA,2506,US-Mexico Border,9/1/2019 00:00,Bus Passengers,359
Otay Mesa,CA,2506,US-Mexico Border,9/1/2019 00:00,Buses,331
Otay Mesa,CA,2506,US-Mexico Border,9/1/2019 00:00,Pedestrians,291861
Otay Mesa,CA,2506,US-Mexico Border,9/1/2019 00:00,Personal Vehicle Passengers,936520
Otay Mesa,CA,2506,US-Mexico Border,9/1/2019 00:00,Personal Vehicles,543742
Otay Mesa,CA,2506,US-Mexico Border,9/1/2019 00:00,Rail Containers Empty,303
Otay Mesa,CA,2506,US-Mexico Border,9/1/2019 00:00,Train Passengers,30
Otay Mesa,CA,2506,US-Mexico Border,9/1/2019 00:00,Trains,20
Otay Mesa,CA,2506,US-Mexico Border,9/1/2019 00:00,Truck Containers Empty,18614
Otay Mesa,CA,2506,US-Mexico Border,9/1/2019 00:00,Truck Containers Full,64840
Otay Mesa,CA,2506,US-Mexico Border,9/1/2019 00:00,Trucks,79842
Pembina,ND,3401,US-Canada Border,9/1/2019 00:00,Bus Passengers,2082
Pembina,ND,3401,US-Canada Border,9/1/2019 00:00,Buses,55
Pembina,ND,3401,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,44776
Pembina,ND,3401,US-Canada Border,9/1/2019 00:00,Personal Vehicles,21006
Pembina,ND,3401,US-Canada Border,9/1/2019 00:00,Rail Containers Empty,1805
Pembina,ND,3401,US-Canada Border,9/1/2019 00:00,Rail Containers Full,13681
Pembina,ND,3401,US-Canada Border,9/1/2019 00:00,Train Passengers,266
Pembina,ND,3401,US-Canada Border,9/1/2019 00:00,Trains,132
Pembina,ND,3401,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,2096
Pembina,ND,3401,US-Canada Border,9/1/2019 00:00,Truck Containers Full,17413
Pembina,ND,3401,US-Canada Border,9/1/2019 00:00,Trucks,18954
Piegan,MT,3316,US-Canada Border,9/1/2019 00:00,Bus Passengers,203
Piegan,MT,3316,US-Canada Border,9/1/2019 00:00,Buses,5
Piegan,MT,3316,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,31137
Piegan,MT,3316,US-Canada Border,9/1/2019 00:00,Personal Vehicles,13774
Piegan,MT,3316,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,20
Piegan,MT,3316,US-Canada Border,9/1/2019 00:00,Truck Containers Full,111
Piegan,MT,3316,US-Canada Border,9/1/2019 00:00,Trucks,130
Pinecreek,MN,3425,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,528
Pinecreek,MN,3425,US-Canada Border,9/1/2019 00:00,Personal Vehicles,313
Pinecreek,MN,3425,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,14
Pinecreek,MN,3425,US-Canada Border,9/1/2019 00:00,Truck Containers Full,6
Pinecreek,MN,3425,US-Canada Border,9/1/2019 00:00,Trucks,20
Point Roberts,WA,3017,US-Canada Border,9/1/2019 00:00,Bus Passengers,1092
Point Roberts,WA,3017,US-Canada Border,9/1/2019 00:00,Buses,42
Point Roberts,WA,3017,US-Canada Border,9/1/2019 00:00,Pedestrians,2504
Point Roberts,WA,3017,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,116195
Point Roberts,WA,3017,US-Canada Border,9/1/2019 00:00,Personal Vehicles,78500
Point Roberts,WA,3017,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,724
Point Roberts,WA,3017,US-Canada Border,9/1/2019 00:00,Truck Containers Full,330
Point Roberts,WA,3017,US-Canada Border,9/1/2019 00:00,Trucks,1052
Port Angeles,WA,3007,US-Canada Border,9/1/2019 00:00,Bus Passengers,163
Port Angeles,WA,3007,US-Canada Border,9/1/2019 00:00,Buses,15
Port Angeles,WA,3007,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,16571
Port Angeles,WA,3007,US-Canada Border,9/1/2019 00:00,Personal Vehicles,7645
Port Angeles,WA,3007,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,19
Port Angeles,WA,3007,US-Canada Border,9/1/2019 00:00,Truck Containers Full,28
Port Angeles,WA,3007,US-Canada Border,9/1/2019 00:00,Trucks,45
Port Huron,MI,3802,US-Canada Border,9/1/2019 00:00,Bus Passengers,4416
Port Huron,MI,3802,US-Canada Border,9/1/2019 00:00,Buses,170
Port Huron,MI,3802,US-Canada Border,9/1/2019 00:00,Pedestrians,515
Port Huron,MI,3802,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,249541
Port Huron,MI,3802,US-Canada Border,9/1/2019 00:00,Personal Vehicles,127709
Port Huron,MI,3802,US-Canada Border,9/1/2019 00:00,Rail Containers Empty,14317
Port Huron,MI,3802,US-Canada Border,9/1/2019 00:00,Rail Containers Full,21320
Port Huron,MI,3802,US-Canada Border,9/1/2019 00:00,Trains,250
Port Huron,MI,3802,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,14786
Port Huron,MI,3802,US-Canada Border,9/1/2019 00:00,Truck Containers Full,56085
Port Huron,MI,3802,US-Canada Border,9/1/2019 00:00,Trucks,68602
Portal,ND,3403,US-Canada Border,9/1/2019 00:00,Bus Passengers,724
Portal,ND,3403,US-Canada Border,9/1/2019 00:00,Buses,15
Portal,ND,3403,US-Canada Border,9/1/2019 00:00,Pedestrians,150
Portal,ND,3403,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,11892
Portal,ND,3403,US-Canada Border,9/1/2019 00:00,Personal Vehicles,6417
Portal,ND,3403,US-Canada Border,9/1/2019 00:00,Rail Containers Empty,6769
Portal,ND,3403,US-Canada Border,9/1/2019 00:00,Rail Containers Full,20731
Portal,ND,3403,US-Canada Border,9/1/2019 00:00,Train Passengers,411
Portal,ND,3403,US-Canada Border,9/1/2019 00:00,Trains,142
Portal,ND,3403,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,1397
Portal,ND,3403,US-Canada Border,9/1/2019 00:00,Truck Containers Full,5131
Portal,ND,3403,US-Canada Border,9/1/2019 00:00,Trucks,6270
Porthill,ID,3308,US-Canada Border,9/1/2019 00:00,Bus Passengers,31
Porthill,ID,3308,US-Canada Border,9/1/2019 00:00,Buses,3
Porthill,ID,3308,US-Canada Border,9/1/2019 00:00,Pedestrians,8
Porthill,ID,3308,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,17811
Porthill,ID,3308,US-Canada Border,9/1/2019 00:00,Personal Vehicles,10349
Porthill,ID,3308,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,285
Porthill,ID,3308,US-Canada Border,9/1/2019 00:00,Truck Containers Full,38
Porthill,ID,3308,US-Canada Border,9/1/2019 00:00,Trucks,323
Presidio,TX,2403,US-Mexico Border,9/1/2019 00:00,Bus Passengers,222
Presidio,TX,2403,US-Mexico Border,9/1/2019 00:00,Buses,125
Presidio,TX,2403,US-Mexico Border,9/1/2019 00:00,Pedestrians,20934
Presidio,TX,2403,US-Mexico Border,9/1/2019 00:00,Personal Vehicle Passengers,113532
Presidio,TX,2403,US-Mexico Border,9/1/2019 00:00,Personal Vehicles,56328
Presidio,TX,2403,US-Mexico Border,9/1/2019 00:00,Truck Containers Empty,169
Presidio,TX,2403,US-Mexico Border,9/1/2019 00:00,Truck Containers Full,668
Presidio,TX,2403,US-Mexico Border,9/1/2019 00:00,Trucks,833
Progreso,TX,2309,US-Mexico Border,9/1/2019 00:00,Pedestrians,78225
Progreso,TX,2309,US-Mexico Border,9/1/2019 00:00,Personal Vehicle Passengers,222116
Progreso,TX,2309,US-Mexico Border,9/1/2019 00:00,Personal Vehicles,104511
Progreso,TX,2309,US-Mexico Border,9/1/2019 00:00,Truck Containers Empty,2896
Progreso,TX,2309,US-Mexico Border,9/1/2019 00:00,Truck Containers Full,2317
Progreso,TX,2309,US-Mexico Border,9/1/2019 00:00,Trucks,4526
Raymond,MT,3301,US-Canada Border,9/1/2019 00:00,Pedestrians,39
Raymond,MT,3301,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,3689
Raymond,MT,3301,US-Canada Border,9/1/2019 00:00,Personal Vehicles,1970
Raymond,MT,3301,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,273
Raymond,MT,3301,US-Canada Border,9/1/2019 00:00,Truck Containers Full,1358
Raymond,MT,3301,US-Canada Border,9/1/2019 00:00,Trucks,1435
Richford,VT,203,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,14087
Richford,VT,203,US-Canada Border,9/1/2019 00:00,Personal Vehicles,8835
Richford,VT,203,US-Canada Border,9/1/2019 00:00,Rail Containers Empty,26
Richford,VT,203,US-Canada Border,9/1/2019 00:00,Rail Containers Full,129
Richford,VT,203,US-Canada Border,9/1/2019 00:00,Train Passengers,26
Richford,VT,203,US-Canada Border,9/1/2019 00:00,Trains,14
Richford,VT,203,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,251
Richford,VT,203,US-Canada Border,9/1/2019 00:00,Truck Containers Full,104
Richford,VT,203,US-Canada Border,9/1/2019 00:00,Trucks,355
Rio Grande City,TX,2307,US-Mexico Border,9/1/2019 00:00,Pedestrians,6619
Rio Grande City,TX,2307,US-Mexico Border,9/1/2019 00:00,Personal Vehicle Passengers,64782
Rio Grande City,TX,2307,US-Mexico Border,9/1/2019 00:00,Personal Vehicles,32571
Rio Grande City,TX,2307,US-Mexico Border,9/1/2019 00:00,Truck Containers Empty,776
Rio Grande City,TX,2307,US-Mexico Border,9/1/2019 00:00,Truck Containers Full,2507
Rio Grande City,TX,2307,US-Mexico Border,9/1/2019 00:00,Trucks,3070
Roma,TX,2310,US-Mexico Border,9/1/2019 00:00,Bus Passengers,747
Roma,TX,2310,US-Mexico Border,9/1/2019 00:00,Buses,47
Roma,TX,2310,US-Mexico Border,9/1/2019 00:00,Pedestrians,24372
Roma,TX,2310,US-Mexico Border,9/1/2019 00:00,Personal Vehicle Passengers,114519
Roma,TX,2310,US-Mexico Border,9/1/2019 00:00,Personal Vehicles,60818
Roma,TX,2310,US-Mexico Border,9/1/2019 00:00,Truck Containers Empty,676
Roma,TX,2310,US-Mexico Border,9/1/2019 00:00,Truck Containers Full,300
Roma,TX,2310,US-Mexico Border,9/1/2019 00:00,Trucks,974
Roosville,MT,3318,US-Canada Border,9/1/2019 00:00,Bus Passengers,74
Roosville,MT,3318,US-Canada Border,9/1/2019 00:00,Buses,2
Roosville,MT,3318,US-Canada Border,9/1/2019 00:00,Pedestrians,18
Roosville,MT,3318,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,25741
Roosville,MT,3318,US-Canada Border,9/1/2019 00:00,Personal Vehicles,13339
Roosville,MT,3318,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,621
Roosville,MT,3318,US-Canada Border,9/1/2019 00:00,Truck Containers Full,372
Roosville,MT,3318,US-Canada Border,9/1/2019 00:00,Trucks,967
Roseau,MN,3426,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,5837
Roseau,MN,3426,US-Canada Border,9/1/2019 00:00,Personal Vehicles,3338
Roseau,MN,3426,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,203
Roseau,MN,3426,US-Canada Border,9/1/2019 00:00,Truck Containers Full,115
Roseau,MN,3426,US-Canada Border,9/1/2019 00:00,Trucks,314
San Luis,AZ,2608,US-Mexico Border,9/1/2019 00:00,Bus Passengers,8
San Luis,AZ,2608,US-Mexico Border,9/1/2019 00:00,Buses,8
San Luis,AZ,2608,US-Mexico Border,9/1/2019 00:00,Pedestrians,190186
San Luis,AZ,2608,US-Mexico Border,9/1/2019 00:00,Personal Vehicle Passengers,401766
San Luis,AZ,2608,US-Mexico Border,9/1/2019 00:00,Personal Vehicles,224540
San Luis,AZ,2608,US-Mexico Border,9/1/2019 00:00,Truck Containers Empty,596
San Luis,AZ,2608,US-Mexico Border,9/1/2019 00:00,Truck Containers Full,1960
San Luis,AZ,2608,US-Mexico Border,9/1/2019 00:00,Trucks,2536
San Ysidro,CA,2504,US-Mexico Border,9/1/2019 00:00,Bus Passengers,6983
San Ysidro,CA,2504,US-Mexico Border,9/1/2019 00:00,Buses,3582
San Ysidro,CA,2504,US-Mexico Border,9/1/2019 00:00,Pedestrians,867461
San Ysidro,CA,2504,US-Mexico Border,9/1/2019 00:00,Personal Vehicle Passengers,2194994
San Ysidro,CA,2504,US-Mexico Border,9/1/2019 00:00,Personal Vehicles,1263831
Santa Teresa,NM,2408,US-Mexico Border,9/1/2019 00:00,Bus Passengers,136
Santa Teresa,NM,2408,US-Mexico Border,9/1/2019 00:00,Buses,16
Santa Teresa,NM,2408,US-Mexico Border,9/1/2019 00:00,Pedestrians,12113
Santa Teresa,NM,2408,US-Mexico Border,9/1/2019 00:00,Personal Vehicle Passengers,89880
Santa Teresa,NM,2408,US-Mexico Border,9/1/2019 00:00,Personal Vehicles,43162
Santa Teresa,NM,2408,US-Mexico Border,9/1/2019 00:00,Truck Containers Empty,1687
Santa Teresa,NM,2408,US-Mexico Border,9/1/2019 00:00,Truck Containers Full,9736
Santa Teresa,NM,2408,US-Mexico Border,9/1/2019 00:00,Trucks,11377
Sarles,ND,3409,US-Canada Border,9/1/2019 00:00,Bus Passengers,50
Sarles,ND,3409,US-Canada Border,9/1/2019 00:00,Buses,6
Sarles,ND,3409,US-Canada Border,9/1/2019 00:00,Pedestrians,17
Sarles,ND,3409,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,542
Sarles,ND,3409,US-Canada Border,9/1/2019 00:00,Personal Vehicles,265
Sarles,ND,3409,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,15
Sarles,ND,3409,US-Canada Border,9/1/2019 00:00,Truck Containers Full,1
Sarles,ND,3409,US-Canada Border,9/1/2019 00:00,Trucks,16
Sasabe,AZ,2606,US-Mexico Border,9/1/2019 00:00,Pedestrians,24
Sasabe,AZ,2606,US-Mexico Border,9/1/2019 00:00,Personal Vehicle Passengers,4573
Sasabe,AZ,2606,US-Mexico Border,9/1/2019 00:00,Personal Vehicles,2182
Sault Sainte Marie,MI,3803,US-Canada Border,9/1/2019 00:00,Bus Passengers,1104
Sault Sainte Marie,MI,3803,US-Canada Border,9/1/2019 00:00,Buses,105
Sault Sainte Marie,MI,3803,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,109478
Sault Sainte Marie,MI,3803,US-Canada Border,9/1/2019 00:00,Personal Vehicles,61275
Sault Sainte Marie,MI,3803,US-Canada Border,9/1/2019 00:00,Rail Containers Empty,1392
Sault Sainte Marie,MI,3803,US-Canada Border,9/1/2019 00:00,Rail Containers Full,1312
Sault Sainte Marie,MI,3803,US-Canada Border,9/1/2019 00:00,Train Passengers,62
Sault Sainte Marie,MI,3803,US-Canada Border,9/1/2019 00:00,Trains,30
Sault Sainte Marie,MI,3803,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,654
Sault Sainte Marie,MI,3803,US-Canada Border,9/1/2019 00:00,Truck Containers Full,3007
Sault Sainte Marie,MI,3803,US-Canada Border,9/1/2019 00:00,Trucks,3399
Scobey,MT,3309,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,794
Scobey,MT,3309,US-Canada Border,9/1/2019 00:00,Personal Vehicles,457
Scobey,MT,3309,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,12
Scobey,MT,3309,US-Canada Border,9/1/2019 00:00,Truck Containers Full,11
Scobey,MT,3309,US-Canada Border,9/1/2019 00:00,Trucks,23
Sherwood,ND,3414,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,2185
Sherwood,ND,3414,US-Canada Border,9/1/2019 00:00,Personal Vehicles,1280
Sherwood,ND,3414,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,385
Sherwood,ND,3414,US-Canada Border,9/1/2019 00:00,Truck Containers Full,115
Sherwood,ND,3414,US-Canada Border,9/1/2019 00:00,Trucks,500
Skagway,AK,3103,US-Canada Border,9/1/2019 00:00,Bus Passengers,25090
Skagway,AK,3103,US-Canada Border,9/1/2019 00:00,Buses,1557
Skagway,AK,3103,US-Canada Border,9/1/2019 00:00,Pedestrians,18
Skagway,AK,3103,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,15132
Skagway,AK,3103,US-Canada Border,9/1/2019 00:00,Personal Vehicles,7947
Skagway,AK,3103,US-Canada Border,9/1/2019 00:00,Train Passengers,10439
Skagway,AK,3103,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,198
Skagway,AK,3103,US-Canada Border,9/1/2019 00:00,Truck Containers Full,5
Skagway,AK,3103,US-Canada Border,9/1/2019 00:00,Trucks,203
St. John,ND,3405,US-Canada Border,9/1/2019 00:00,Bus Passengers,11
St. John,ND,3405,US-Canada Border,9/1/2019 00:00,Buses,1
St. John,ND,3405,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,2332
St. John,ND,3405,US-Canada Border,9/1/2019 00:00,Personal Vehicles,1221
St. John,ND,3405,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,64
St. John,ND,3405,US-Canada Border,9/1/2019 00:00,Truck Containers Full,2
St. John,ND,3405,US-Canada Border,9/1/2019 00:00,Trucks,66
Sumas,WA,3009,US-Canada Border,9/1/2019 00:00,Bus Passengers,840
Sumas,WA,3009,US-Canada Border,9/1/2019 00:00,Buses,35
Sumas,WA,3009,US-Canada Border,9/1/2019 00:00,Pedestrians,4875
Sumas,WA,3009,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,127445
Sumas,WA,3009,US-Canada Border,9/1/2019 00:00,Personal Vehicles,75965
Sumas,WA,3009,US-Canada Border,9/1/2019 00:00,Rail Containers Empty,277
Sumas,WA,3009,US-Canada Border,9/1/2019 00:00,Rail Containers Full,112
Sumas,WA,3009,US-Canada Border,9/1/2019 00:00,Train Passengers,57
Sumas,WA,3009,US-Canada Border,9/1/2019 00:00,Trains,19
Sumas,WA,3009,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,2928
Sumas,WA,3009,US-Canada Border,9/1/2019 00:00,Truck Containers Full,10563
Sumas,WA,3009,US-Canada Border,9/1/2019 00:00,Trucks,12554
Sweetgrass,MT,3310,US-Canada Border,9/1/2019 00:00,Bus Passengers,309
Sweetgrass,MT,3310,US-Canada Border,9/1/2019 00:00,Buses,8
Sweetgrass,MT,3310,US-Canada Border,9/1/2019 00:00,Pedestrians,314
Sweetgrass,MT,3310,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,28376
Sweetgrass,MT,3310,US-Canada Border,9/1/2019 00:00,Personal Vehicles,15168
Sweetgrass,MT,3310,US-Canada Border,9/1/2019 00:00,Rail Containers Empty,925
Sweetgrass,MT,3310,US-Canada Border,9/1/2019 00:00,Rail Containers Full,1729
Sweetgrass,MT,3310,US-Canada Border,9/1/2019 00:00,Train Passengers,180
Sweetgrass,MT,3310,US-Canada Border,9/1/2019 00:00,Trains,32
Sweetgrass,MT,3310,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,1764
Sweetgrass,MT,3310,US-Canada Border,9/1/2019 00:00,Truck Containers Full,10627
Sweetgrass,MT,3310,US-Canada Border,9/1/2019 00:00,Trucks,11710
Tecate,CA,2505,US-Mexico Border,9/1/2019 00:00,Pedestrians,85460
Tecate,CA,2505,US-Mexico Border,9/1/2019 00:00,Personal Vehicle Passengers,165158
Tecate,CA,2505,US-Mexico Border,9/1/2019 00:00,Personal Vehicles,79777
Tecate,CA,2505,US-Mexico Border,9/1/2019 00:00,Truck Containers Empty,2187
Tecate,CA,2505,US-Mexico Border,9/1/2019 00:00,Truck Containers Full,2983
Tecate,CA,2505,US-Mexico Border,9/1/2019 00:00,Trucks,5027
Toledo-Sandusky,OH,4105,US-Canada Border,9/1/2019 00:00,Personal Vehicles,7
Tornillo-Fabens,TX,2404,US-Mexico Border,9/1/2019 00:00,Pedestrians,3922
Tornillo-Fabens,TX,2404,US-Mexico Border,9/1/2019 00:00,Personal Vehicle Passengers,67507
Tornillo-Fabens,TX,2404,US-Mexico Border,9/1/2019 00:00,Personal Vehicles,35482
Trout River,NY,715,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,23661
Trout River,NY,715,US-Canada Border,9/1/2019 00:00,Personal Vehicles,13515
Trout River,NY,715,US-Canada Border,9/1/2019 00:00,Rail Containers Empty,626
Trout River,NY,715,US-Canada Border,9/1/2019 00:00,Rail Containers Full,1831
Trout River,NY,715,US-Canada Border,9/1/2019 00:00,Train Passengers,106
Trout River,NY,715,US-Canada Border,9/1/2019 00:00,Trains,54
Trout River,NY,715,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,857
Trout River,NY,715,US-Canada Border,9/1/2019 00:00,Truck Containers Full,485
Trout River,NY,715,US-Canada Border,9/1/2019 00:00,Trucks,1341
Turner,MT,3306,US-Canada Border,9/1/2019 00:00,Pedestrians,5
Turner,MT,3306,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,1069
Turner,MT,3306,US-Canada Border,9/1/2019 00:00,Personal Vehicles,580
Turner,MT,3306,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,33
Turner,MT,3306,US-Canada Border,9/1/2019 00:00,Truck Containers Full,29
Turner,MT,3306,US-Canada Border,9/1/2019 00:00,Trucks,62
Van Buren,ME,108,US-Canada Border,9/1/2019 00:00,Pedestrians,48
Van Buren,ME,108,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,19178
Van Buren,ME,108,US-Canada Border,9/1/2019 00:00,Personal Vehicles,12776
Van Buren,ME,108,US-Canada Border,9/1/2019 00:00,Rail Containers Empty,289
Van Buren,ME,108,US-Canada Border,9/1/2019 00:00,Rail Containers Full,537
Van Buren,ME,108,US-Canada Border,9/1/2019 00:00,Train Passengers,66
Van Buren,ME,108,US-Canada Border,9/1/2019 00:00,Trains,37
Van Buren,ME,108,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,998
Van Buren,ME,108,US-Canada Border,9/1/2019 00:00,Truck Containers Full,805
Van Buren,ME,108,US-Canada Border,9/1/2019 00:00,Trucks,1674
Vanceboro,ME,105,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,3241
Vanceboro,ME,105,US-Canada Border,9/1/2019 00:00,Personal Vehicles,2121
Vanceboro,ME,105,US-Canada Border,9/1/2019 00:00,Rail Containers Empty,1259
Vanceboro,ME,105,US-Canada Border,9/1/2019 00:00,Rail Containers Full,979
Vanceboro,ME,105,US-Canada Border,9/1/2019 00:00,Train Passengers,48
Vanceboro,ME,105,US-Canada Border,9/1/2019 00:00,Trains,27
Vanceboro,ME,105,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,100
Vanceboro,ME,105,US-Canada Border,9/1/2019 00:00,Truck Containers Full,1
Vanceboro,ME,105,US-Canada Border,9/1/2019 00:00,Trucks,101
Walhalla,ND,3407,US-Canada Border,9/1/2019 00:00,Bus Passengers,18
Walhalla,ND,3407,US-Canada Border,9/1/2019 00:00,Buses,1
Walhalla,ND,3407,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,5101
Walhalla,ND,3407,US-Canada Border,9/1/2019 00:00,Personal Vehicles,2802
Walhalla,ND,3407,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,567
Walhalla,ND,3407,US-Canada Border,9/1/2019 00:00,Truck Containers Full,366
Walhalla,ND,3407,US-Canada Border,9/1/2019 00:00,Trucks,910
Warroad,MN,3423,US-Canada Border,9/1/2019 00:00,Bus Passengers,375
Warroad,MN,3423,US-Canada Border,9/1/2019 00:00,Buses,43
Warroad,MN,3423,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,15265
Warroad,MN,3423,US-Canada Border,9/1/2019 00:00,Personal Vehicles,8633
Warroad,MN,3423,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,231
Warroad,MN,3423,US-Canada Border,9/1/2019 00:00,Truck Containers Full,217
Warroad,MN,3423,US-Canada Border,9/1/2019 00:00,Trucks,447
Westhope,ND,3419,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,1377
Westhope,ND,3419,US-Canada Border,9/1/2019 00:00,Personal Vehicles,706
Westhope,ND,3419,US-Canada Border,9/1/2019 00:00,Truck Containers Empty,120
Westhope,ND,3419,US-Canada Border,9/1/2019 00:00,Truck Containers Full,530
Westhope,ND,3419,US-Canada Border,9/1/2019 00:00,Trucks,605
Whitlash,MT,3321,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,86
Whitlash,MT,3321,US-Canada Border,9/1/2019 00:00,Personal Vehicles,41
Wildhorse,MT,3323,US-Canada Border,9/1/2019 00:00,Personal Vehicle Passengers,2321
Wildhorse,MT,3323,US-Canada Border,9/1/2019 00:00,Personal Vehicles,1157
